"cs_id","regioin_cd"
"1253","41285"
"1797","41285"
"1798","41285"
"2044","41285"
"2263","41285"
"2344","41285"
"2739","41285"
"3047","41285"
"3649","41285"
"3650","41285"
"4248","41285"
"4441","41285"
"4729","41285"
"4730","41285"
"4051","41290"
"5172","41290"
"5173","41290"
"5175","41290"
"5176","41290"
"5179","41290"
"5181","41290"
"5798","41290"
"8591","41290"
"35","41310"
"389","41310"
"681","41310"
"1789","41310"
"3504","41310"
"3651","41310"
"4500","41310"
"5412","41310"
"5413","41310"
"5434","41310"
"5568","41310"
"5569","41310"
"5758","41310"
"454","41360"
"455","41360"
"682","41360"
"683","41360"
"920","41360"
"922","41360"
"924","41360"
"1221","41360"
"1222","41360"
"1223","41360"
"1254","41360"
"1255","41360"
"1256","41360"
"1258","41360"
"1259","41360"
"1260","41360"
"1261","41360"
"1791","41360"
"2029","41360"
"2237","41360"
"2267","41360"
"2268","41360"
"2340","41360"
"2687","41360"
"2697","41360"
"2698","41360"
"2713","41360"
"2721","41360"
"2730","41360"
"2790","41360"
"2848","41360"
"2874","41360"
"2965","41360"
"2987","41360"
"3364","41360"
"3365","41360"
"3652","41360"
"3653","41360"
"3654","41360"
"3895","41360"
"4106","41360"
"4107","41360"
"4251","41360"
"4442","41360"
"4499","41360"
"5357","41360"
"5358","41360"
"5359","41360"
"5360","41360"
"5387","41360"
"5388","41360"
"5396","41360"
"5397","41360"
"5398","41360"
"5602","41360"
"8043","41360"
"28","41370"
"764","41370"
"768","41370"
"2367","41370"
"2785","41370"
"3618","41370"
"4031","41370"
"4526","41370"
"4586","41370"
"4587","41370"
"4588","41370"
"4589","41370"
"4590","41370"
"4591","41370"
"8036","41370"
"8685","41370"
"603","41390"
"1027","41390"
"1029","41390"
"1395","41390"
"1396","41390"
"1398","41390"
"1399","41390"
"1401","41390"
"1867","41390"
"2075","41390"
"2076","41390"
"2292","41390"
"2293","41390"
"2389","41390"
"2672","41390"
"2799","41390"
"2857","41390"
"2866","41390"
"2886","41390"
"2978","41390"
"2993","41390"
"3061","41390"
"3202","41390"
"3314","41390"
"3707","41390"
"3824","41390"
"759","41410"
"1830","41410"
"4092","41410"
"5570","41410"
"23","41430"
"761","41430"
"1832","41430"
"4520","41430"
"4521","41430"
"4522","41430"
"4797","41430"
"5032","41430"
"5426","41430"
"32","41450"
"539","41450"
"540","41450"
"541","41450"
"542","41450"
"543","41450"
"544","41450"
"545","41450"
"546","41450"
"748","41450"
"956","41450"
"1293","41450"
"1294","41450"
"1295","41450"
"1296","41450"
"1818","41450"
"2708","41450"
"2747","41450"
"2755","41450"
"2927","41450"
"2934","41450"
"3154","41450"
"3236","41450"
"3308","41450"
"3355","41450"
"3622","41450"
"3687","41450"
"3688","41450"
"3855","41450"
"4062","41450"
"4063","41450"
"4064","41450"
"5843","41450"
"8038","41450"
"29","41460"
"558","41460"
"559","41460"
"968","41460"
"969","41460"
"1326","41460"
"1327","41460"
"1328","41460"
"1833","41460"
"1834","41460"
"2061","41460"
"2450","41460"
"2451","41460"
"2452","41460"
"2453","41460"
"2454","41460"
"2455","41460"
"2456","41460"
"2457","41460"
"2606","41460"
"2833","41460"
"3503","41460"
"4608","41460"
"4795","41460"
"4887","41460"
"5066","41460"
"5197","41460"
"5428","41460"
"5429","41460"
"5597","41460"
"571","41461"
"573","41461"
"575","41461"
"577","41461"
"775","41461"
"776","41461"
"777","41461"
"778","41461"
"779","41461"
"783","41461"
"1344","41461"
"1345","41461"
"1346","41461"
"1348","41461"
"1843","41461"
"1848","41461"
"2068","41461"
"2282","41461"
"2371","41461"
"2372","41461"
"2377","41461"
"2459","41461"
"2460","41461"
"2461","41461"
"2630","41461"
"2637","41461"
"2920","41461"
"2921","41461"
"2922","41461"
"2932","41461"
"3153","41461"
"3325","41461"
"3620","41461"
"3621","41461"
"572","41463"
"780","41463"
"781","41463"
"784","41463"
"977","41463"
"1347","41463"
"1845","41463"
"1846","41463"
"2281","41463"
"2373","41463"
"2374","41463"
"2375","41463"
"2376","41463"
"2462","41463"
"2463","41463"
"2625","41463"
"2629","41463"
"2631","41463"
"2740","41463"
"2777","41463"
"2795","41463"
"2826","41463"
"2827","41463"
"2828","41463"
"2829","41463"
"2923","41463"
"2926","41463"
"3619","41463"
"3851","41463"
"3899","41463"
"4767","41463"
"4768","41463"
"37","41480"
"457","41480"
"458","41480"
"909","41480"
"910","41480"
"1230","41480"
"1231","41480"
"1232","41480"
"1796","41480"
"2642","41480"
"2649","41480"
"2856","41480"
"2865","41480"
"2907","41480"
"3049","41480"
"3432","41480"
"3451","41480"
"3745","41480"
"3869","41480"
"4140","41480"
"4618","41480"
"5171","41480"
"5174","41480"
"5180","41480"
"5853","41480"
"5856","41480"
"5877","41480"
"30","41500"
"398","41500"
"560","41500"
"1835","41500"
"3317","41500"
"4139","41500"
"5019","41500"
"5020","41500"
"5424","41500"
"8037","41500"
"145","41550"
"762","41550"
"763","41550"
"2062","41550"
"2365","41550"
"3370","41550"
"3617","41550"
"5391","41550"
"8034","41550"
"505","41570"
"506","41570"
"507","41570"
"508","41570"
"839","41570"
"840","41570"
"841","41570"
"842","41570"
"843","41570"
"844","41570"
"1030","41570"
"1032","41570"
"1033","41570"
"1402","41570"
"1403","41570"
"1404","41570"
"1405","41570"
"1406","41570"
"1407","41570"
"1408","41570"
"1409","41570"
"1410","41570"
"1411","41570"
"1412","41570"
"1868","41570"
"1869","41570"
"1870","41570"
"1871","41570"
"2026","41570"
"2077","41570"
"2079","41570"
"2294","41570"
"2731","41570"
"2732","41570"
"2751","41570"
"2870","41570"
"2903","41570"
"2966","41570"
"3104","41570"
"3167","41570"
"3168","41570"
"3229","41570"
"3655","41570"
"3817","41570"
"3818","41570"
"3819","41570"
"3865","41570"
"4462","41570"
"4463","41570"
"4466","41570"
"4467","41570"
"5548","41570"
"5571","41570"
"5733","41570"
"5761","41570"
"5762","41570"
"5763","41570"
"304","41590"
"562","41590"
"566","41590"
"567","41590"
"570","41590"
"765","41590"
"770","41590"
"771","41590"
"772","41590"
"773","41590"
"774","41590"
"970","41590"
"971","41590"
"972","41590"
"1329","41590"
"1330","41590"
"1331","41590"
"1339","41590"
"1342","41590"
"1839","41590"
"1842","41590"
"2064","41590"
"2240","41590"
"2280","41590"
"2366","41590"
"2368","41590"
"2645","41590"
"2727","41590"
"2830","41590"
"2831","41590"
"2832","41590"
"2928","41590"
"2929","41590"
"2935","41590"
"3248","41590"
"3249","41590"
"3297","41590"
"3339","41590"
"3689","41590"
"3729","41590"
"3730","41590"
"3731","41590"
"3732","41590"
"3733","41590"
"3734","41590"
"3735","41590"
"3736","41590"
"3738","41590"
"3743","41590"
"4032","41590"
"4033","41590"
"4034","41590"
"4036","41590"
"4037","41590"
"4081","41590"
"4691","41590"
"4708","41590"
"4711","41590"
"4791","41590"
"5554","41590"
"8039","41590"
"144","41610"
"1333","41610"
"1334","41610"
"1338","41610"
"1838","41610"
"2369","41610"
"2930","41610"
"3195","41610"
"3204","41610"
"3611","41610"
"3612","41610"
"3684","41610"
"3727","41610"
"3728","41610"
"4147","41610"
"4632","41610"
"4638","41610"
"4682","41610"
"5262","41610"
"5285","41610"
"5286","41610"
"5416","41610"
"5417","41610"
"5523","41610"
"390","41630"
"391","41630"
"684","41630"
"685","41630"
"1225","41630"
"1227","41630"
"1229","41630"
"2032","41630"
"2033","41630"
"2261","41630"
"2773","41630"
"2782","41630"
"2791","41630"
"4135","41630"
"4136","41630"
"4272","41630"
"4624","41630"
"4625","41630"
"4910","41630"
"4911","41630"
"5282","41630"
"5406","41630"
"5431","41630"
"300","41650"
"2034","41650"
"3384","41650"
"3395","41650"
"5432","41650"
"5433","41650"
"8045","41650"
"146","41670"
"347","41670"
"769","41670"
"1332","41670"
"4598","41670"
"4713","41670"
"4715","41670"
"4716","41670"
"4719","41670"
"4954","41670"
"4955","41670"
"4956","41670"
"4957","41670"
"4961","41670"
"4962","41670"
"5430","41670"
"5629","41670"
"8035","41670"
"2036","41800"
"3415","41800"
"4619","41800"
"4620","41800"
"4621","41800"
"4622","41800"
"4631","41800"
"5392","41800"
"5393","41800"
"5394","41800"
"303","41820"
"2047","41820"
"2049","41820"
"4530","41820"
"4532","41820"
"4643","41820"
"5400","41820"
"5401","41820"
"5402","41820"
"8040","41820"
"301","41830"
"1220","41830"
"2027","41830"
"4108","41830"
"4395","41830"
"5878","41830"
"8014","41830"
"8044","41830"
"511","43110"
"1060","43110"
"1479","43110"
"1488","43110"
"1490","43110"
"1890","43110"
"2397","43110"
"2573","43110"
"2715","43110"
"3220","43110"
"3847","43110"
"4456","43110"
"5030","43110"
"5755","43110"
"7058","43110"
"54","43111"
"513","43111"
"514","43111"
"515","43111"
"516","43111"
"1053","43111"
"1057","43111"
"1467","43111"
"1468","43111"
"1470","43111"
"1471","43111"
"1474","43111"
"1475","43111"
"1884","43111"
"1885","43111"
"1886","43111"
"2117","43111"
"2716","43111"
"3245","43111"
"3409","43111"
"3508","43111"
"4819","43111"
"5750","43111"
"121","43112"
"512","43112"
"1054","43112"
"1055","43112"
"1056","43112"
"1465","43112"
"1466","43112"
"1473","43112"
"1476","43112"
"2301","43112"
"2586","43112"
"2752","43112"
"3844","43112"
"4121","43112"
"4127","43112"
"4128","43112"
"4129","43112"
"5566","43112"
"7076","43112"
"153","43113"
"1058","43113"
"1059","43113"
"1061","43113"
"1062","43113"
"1480","43113"
"1482","43113"
"1483","43113"
"1484","43113"
"1487","43113"
"1489","43113"
"1888","43113"
"2432","43113"
"2572","43113"
"2574","43113"
"2666","43113"
"2959","43113"
"4130","43113"
"4131","43113"
"4457","43113"
"5027","43113"
"5039","43113"
"8137","43113"
"51","43130"
"55","43130"
"1891","43130"
"1892","43130"
"2119","43130"
"2254","43130"
"2304","43130"
"2585","43130"
"2591","43130"
"3285","43130"
"3306","43130"
"3375","43130"
"3397","43130"
"3408","43130"
"3410","43130"
"3711","43130"
"3845","43130"
"4126","43130"
"4460","43130"
"4464","43130"
"4465","43130"
"4941","43130"
"4942","43130"
"4943","43130"
"4944","43130"
"4945","43130"
"5330","43130"
"5595","43130"
"5596","43130"
"5756","43130"
"8143","43130"
"53","43150"
"850","43150"
"1064","43150"
"1494","43150"
"1895","43150"
"2120","43150"
"2121","43150"
"3846","43150"
"4124","43150"
"4454","43150"
"4758","43150"
"5000","43150"
"5751","43150"
"8140","43150"
"152","43720"
"1477","43720"
"2575","43720"
"2576","43720"
"3407","43720"
"3520","43720"
"4455","43720"
"4992","43720"
"5630","43720"
"5752","43720"
"2577","43730"
"2578","43730"
"2587","43730"
"2593","43730"
"3336","43730"
"3398","43730"
"4983","43730"
"4984","43730"
"4985","43730"
"5799","43730"
"7061","43730"
"52","43740"
"851","43740"
"3670","43740"
"4452","43740"
"5029","43740"
"8138","43740"
"306","43745"
"1491","43745"
"2581","43745"
"2590","43745"
"3452","43745"
"4451","43745"
"8141","43745"
"155","43750"
"612","43750"
"849","43750"
"1887","43750"
"2300","43750"
"2583","43750"
"2584","43750"
"2594","43750"
"2957","43750"
"3388","43750"
"3389","43750"
"3469","43750"
"3672","43750"
"4453","43750"
"4459","43750"
"4988","43750"
"4989","43750"
"4990","43750"
"4991","43750"
"8142","43750"
"2588","43760"
"3841","43760"
"4122","43760"
"4759","43760"
"4987","43760"
"307","43770"
"848","43770"
"1063","43770"
"1478","43770"
"1492","43770"
"1493","43770"
"2114","43770"
"2579","43770"
"2589","43770"
"3710","43770"
"4125","43770"
"4450","43770"
"4458","43770"
"5329","43770"
"5753","43770"
"8139","43770"
"1495","43800"
"2570","43800"
"2571","43800"
"2592","43800"
"4123","43800"
"5028","43800"
"5040","43800"
"618","44130"
"1502","44130"
"1503","44130"
"4384","44130"
"4385","44130"
"4386","44130"
"4387","44130"
"4388","44130"
"4447","44130"
"4789","44130"
"5046","44130"
"5048","44130"
"5810","44130"
"8101","44130"
"50","44131"
"497","44131"
"616","44131"
"619","44131"
"1069","44131"
"1070","44131"
"2941","44131"
"3507","44131"
"3635","44131"
"4361","44131"
"4383","44131"
"4448","44131"
"4449","44131"
"150","44150"
"1514","44150"
"3792","44150"
"3793","44150"
"4149","44150"
"4545","44150"
"4553","44150"
"4554","44150"
"4555","44150"
"4556","44150"
"4557","44150"
"4980","44150"
"4981","44150"
"4982","44150"
"8092","44150"
"309","44180"
"486","44180"
"487","44180"
"3255","44180"
"4371","44180"
"4377","44180"
"5047","44180"
"5078","44180"
"8095","44180"
"308","44200"
"1071","44200"
"1072","44200"
"1506","44200"
"2122","44200"
"2123","44200"
"2634","44200"
"2975","44200"
"3094","44200"
"3097","44200"
"3164","44200"
"3242","44200"
"3794","44200"
"4242","44200"
"4372","44200"
"4963","44200"
"4964","44200"
"4966","44200"
"4967","44200"
"4968","44200"
"4969","44200"
"8099","44200"
"151","44210"
"1523","44210"
"2305","44210"
"2788","44210"
"2823","44210"
"2845","44210"
"3000","44210"
"3002","44210"
"5633","44210"
"8098","44210"
"854","44230"
"1507","44230"
"1899","44230"
"2235","44230"
"2398","44230"
"3453","44230"
"3633","44230"
"3634","44230"
"3700","44230"
"4077","44230"
"4537","44230"
"4538","44230"
"4539","44230"
"4541","44230"
"4542","44230"
"4544","44230"
"4547","44230"
"4548","44230"
"4779","44230"
"4780","44230"
"4999","44230"
"5002","44230"
"5003","44230"
"5844","44230"
"5854","44230"
"1916","44250"
"5050","44250"
"5051","44250"
"5052","44250"
"45","44270"
"442","44270"
"485","44270"
"620","44270"
"1517","44270"
"1518","44270"
"1519","44270"
"1520","44270"
"1522","44270"
"1909","44270"
"1910","44270"
"2125","44270"
"3085","44270"
"3086","44270"
"3199","44270"
"3359","44270"
"3419","44270"
"4071","44270"
"4072","44270"
"4073","44270"
"4243","44270"
"4673","44270"
"4683","44270"
"4973","44270"
"4974","44270"
"4975","44270"
"4978","44270"
"4979","44270"
"8094","44270"
"313","44710"
"1908","44710"
"2523","44710"
"4161","44710"
"4552","44710"
"4939","44710"
"4940","44710"
"8093","44710"
"615","44760"
"3098","44760"
"4065","44760"
"4231","44760"
"4367","44760"
"4368","44760"
"4765","44760"
"4993","44760"
"4994","44760"
"4995","44760"
"4996","44760"
"4997","44760"
"4998","44760"
"8096","44760"
"48","44770"
"3506","44770"
"4069","44770"
"4163","44770"
"4164","44770"
"4165","44770"
"4511","44770"
"5054","44770"
"5055","44770"
"5056","44770"
"5123","44770"
"3550","44780"
"3702","44780"
"4359","44780"
"4360","44780"
"5043","44780"
"5044","44780"
"312","44790"
"1066","44790"
"1896","44790"
"1897","44790"
"2528","44790"
"2529","44790"
"2530","44790"
"3046","44790"
"3799","44790"
"4232","44790"
"4233","44790"
"4558","44790"
"4965","44790"
"6959","44790"
"8103","44790"
"310","44800"
"4534","44800"
"4535","44800"
"4536","44800"
"5001","44800"
"5041","44800"
"5042","44800"
"5045","44800"
"8100","44800"
"311","44810"
"865","44810"
"1524","44810"
"2126","44810"
"2526","44810"
"2601","44810"
"3102","44810"
"3376","44810"
"5074","44810"
"5076","44810"
"5077","44810"
"8102","44810"
"96","46110"
"633","46110"
"874","46110"
"1093","46110"
"1582","46110"
"1583","46110"
"1584","46110"
"2144","46110"
"2145","46110"
"2487","46110"
"2488","46110"
"2489","46110"
"2490","46110"
"2491","46110"
"2492","46110"
"2493","46110"
"2494","46110"
"2495","46110"
"2767","46110"
"2896","46110"
"3003","46110"
"3007","46110"
"3186","46110"
"3693","46110"
"3694","46110"
"3695","46110"
"3757","46110"
"3758","46110"
"3759","46110"
"4002","46110"
"4519","46110"
"4533","46110"
"5331","46110"
"5332","46110"
"5333","46110"
"5334","46110"
"8072","46110"
"170","46130"
"349","46130"
"878","46130"
"880","46130"
"1591","46130"
"1945","46130"
"2150","46130"
"2151","46130"
"2152","46130"
"2153","46130"
"2154","46130"
"2155","46130"
"2156","46130"
"2158","46130"
"2159","46130"
"2756","46130"
"3172","46130"
"3436","46130"
"3437","46130"
"3454","46130"
"3470","46130"
"4104","46130"
"5354","46130"
"5355","46130"
"5356","46130"
"100","46150"
"1944","46150"
"2147","46150"
"2411","46150"
"2412","46150"
"2413","46150"
"2496","46150"
"2497","46150"
"2499","46150"
"2500","46150"
"2501","46150"
"2502","46150"
"2700","46150"
"3290","46150"
"3377","46150"
"3420","46150"
"3438","46150"
"3761","46150"
"4363","46150"
"4489","46150"
"4490","46150"
"5265","46150"
"5268","46150"
"5269","46150"
"5270","46150"
"5315","46150"
"5789","46150"
"5790","46150"
"8077","46150"
"293","46170"
"294","46170"
"356","46170"
"357","46170"
"358","46170"
"359","46170"
"360","46170"
"361","46170"
"362","46170"
"634","46170"
"795","46170"
"876","46170"
"877","46170"
"1095","46170"
"1586","46170"
"1588","46170"
"2020","46170"
"2315","46170"
"2895","46170"
"3032","46170"
"3033","46170"
"3034","46170"
"3289","46170"
"3443","46170"
"3766","46170"
"3867","46170"
"4060","46170"
"4066","46170"
"4067","46170"
"4068","46170"
"4549","46170"
"4649","46170"
"5206","46170"
"5207","46170"
"5209","46170"
"5210","46170"
"5211","46170"
"5212","46170"
"5213","46170"
"5646","46170"
"5647","46170"
"5846","46170"
"8070","46170"
"168","46230"
"636","46230"
"637","46230"
"638","46230"
"1099","46230"
"1593","46230"
"1946","46230"
"2162","46230"
"2163","46230"
"3883","46230"
"5449","46230"
"5451","46230"
"5452","46230"
"5453","46230"
"5455","46230"
"5456","46230"
"5608","46230"
"8068","46230"
"95","46710"
"3421","46710"
"4528","46710"
"4651","46710"
"4652","46710"
"8071","46710"
"89","46720"
"3860","46720"
"5287","46720"
"5336","46720"
"5337","46720"
"5338","46720"
"5478","46720"
"5479","46720"
"169","46730"
"3341","46730"
"4597","46730"
"4646","46730"
"8069","46730"
"88","46770"
"5448","46770"
"5460","46770"
"5469","46770"
"5470","46770"
"5471","46770"
"8066","46770"
"98","46780"
"3455","46780"
"5462","46780"
"5463","46780"
"5464","46780"
"5467","46780"
"8074","46780"
"129","46790"
"875","46790"
"3516","46790"
"3760","46790"
"5366","46790"
"5367","46790"
"3127","46800"
"5411","46800"
"5414","46800"
"5418","46800"
"5419","46800"
"5420","46800"
"5421","46800"
"363","46810"
"4578","46810"
"4579","46810"
"5457","46810"
"5459","46810"
"5899","46810"
"5900","46810"
"128","46820"
"3515","46820"
"5302","46820"
"5472","46820"
"124","46830"
"635","46830"
"2161","46830"
"2619","46830"
"3399","46830"
"3530","46830"
"4109","46830"
"5194","46830"
"5486","46830"
"5487","46830"
"97","46840"
"242","46840"
"1943","46840"
"2311","46840"
"2409","46840"
"2897","46840"
"3008","46840"
"5317","46840"
"5335","46840"
"5641","46840"
"5851","46840"
"8073","46840"
"127","46860"
"3514","46860"
"4593","46860"
"4645","46860"
"5327","46860"
"5328","46860"
"123","46870"
"1585","46870"
"5258","46870"
"5325","46870"
"8078","46870"
"125","46880"
"3513","46880"
"5189","46880"
"5190","46880"
"5191","46880"
"5192","46880"
"5443","46880"
"5444","46880"
"318","46890"
"1098","46890"
"5461","46890"
"126","46900"
"3764","46900"
"3765","46900"
"4647","46900"
"4650","46900"
"5415","46900"
"8079","46900"
"122","46910"
"193","46910"
"4960","46910"
"5573","46910"
"5574","46910"
"5575","46910"
"7316","46910"
"7317","46910"
"8885","46910"
"8905","46910"
"8906","46910"
"63","47110"
"201","47110"
"1629","47110"
"2518","47110"
"2520","47110"
"3211","47110"
"3413","47110"
"3430","47110"
"3439","47110"
"3440","47110"
"3781","47110"
"4409","47110"
"4419","47110"
"4420","47110"
"4425","47110"
"4869","47110"
"4870","47110"
"4872","47110"
"4873","47110"
"4874","47110"
"4875","47110"
"4876","47110"
"4877","47110"
"4878","47110"
"4879","47110"
"5290","47110"
"5291","47110"
"8091","47110"
"275","47111"
"650","47111"
"651","47111"
"1630","47111"
"1632","47111"
"1634","47111"
"1635","47111"
"1686","47111"
"1955","47111"
"1956","47111"
"1957","47111"
"1958","47111"
"1970","47111"
"2177","47111"
"2318","47111"
"2519","47111"
"2521","47111"
"2657","47111"
"3160","47111"
"3226","47111"
"3252","47111"
"3329","47111"
"3441","47111"
"3771","47111"
"3785","47111"
"4417","47111"
"4418","47111"
"4423","47111"
"4431","47111"
"4434","47111"
"4853","47111"
"4854","47111"
"4855","47111"
"4871","47111"
"4880","47111"
"5603","47111"
"5645","47111"
"5731","47111"
"5812","47111"
"271","47130"
"465","47130"
"646","47130"
"1954","47130"
"2175","47130"
"2515","47130"
"2516","47130"
"2517","47130"
"2749","47130"
"2860","47130"
"2884","47130"
"3269","47130"
"3292","47130"
"3328","47130"
"4012","47130"
"4403","47130"
"4432","47130"
"4436","47130"
"4559","47130"
"4843","47130"
"4844","47130"
"4845","47130"
"5288","47130"
"5351","47130"
"5352","47130"
"7060","47130"
"8086","47130"
"59","47150"
"1103","47150"
"1104","47150"
"1621","47150"
"1622","47150"
"1624","47150"
"1625","47150"
"1626","47150"
"1627","47150"
"4004","47150"
"4023","47150"
"4437","47150"
"4484","47150"
"4811","47150"
"5785","47150"
"5786","47150"
"8087","47150"
"56","47170"
"647","47170"
"648","47170"
"649","47170"
"1100","47170"
"1688","47170"
"1689","47170"
"1690","47170"
"1691","47170"
"1692","47170"
"1693","47170"
"1971","47170"
"2193","47170"
"2239","47170"
"2485","47170"
"2486","47170"
"2689","47170"
"2693","47170"
"2858","47170"
"3122","47170"
"3123","47170"
"3126","47170"
"3753","47170"
"3755","47170"
"3756","47170"
"4265","47170"
"4276","47170"
"4277","47170"
"4505","47170"
"5085","47170"
"5124","47170"
"5125","47170"
"5234","47170"
"5235","47170"
"5236","47170"
"5237","47170"
"5627","47170"
"8061","47170"
"58","47190"
"466","47190"
"467","47190"
"468","47190"
"653","47190"
"655","47190"
"1694","47190"
"2195","47190"
"3124","47190"
"3319","47190"
"3330","47190"
"3344","47190"
"3456","47190"
"3754","47190"
"4280","47190"
"4485","47190"
"5084","47190"
"5138","47190"
"5139","47190"
"5140","47190"
"5141","47190"
"5142","47190"
"5143","47190"
"5144","47190"
"5146","47190"
"5148","47190"
"5149","47190"
"5702","47190"
"5823","47190"
"5824","47190"
"5825","47190"
"5827","47190"
"5828","47190"
"5829","47190"
"5830","47190"
"8062","47190"
"273","47210"
"882","47210"
"4518","47210"
"5255","47210"
"5256","47210"
"5257","47210"
"157","47230"
"2171","47230"
"4422","47230"
"4424","47230"
"4426","47230"
"4427","47230"
"4428","47230"
"4429","47230"
"4435","47230"
"4859","47230"
"4860","47230"
"4861","47230"
"4862","47230"
"5609","47230"
"5610","47230"
"8090","47230"
"272","47250"
"1696","47250"
"1697","47250"
"1698","47250"
"2198","47250"
"2199","47250"
"3192","47250"
"3231","47250"
"3270","47250"
"3271","47250"
"3272","47250"
"4247","47250"
"4473","47250"
"5480","47250"
"5481","47250"
"5869","47250"
"5870","47250"
"5871","47250"
"8064","47250"
"274","47280"
"1110","47280"
"4529","47280"
"4531","47280"
"5128","47280"
"5129","47280"
"5130","47280"
"5131","47280"
"5132","47280"
"5133","47280"
"5134","47280"
"5671","47280"
"5852","47280"
"6965","47280"
"8063","47280"
"1610","47290"
"1612","47290"
"1950","47290"
"1951","47290"
"1952","47290"
"2169","47290"
"2317","47290"
"2768","47290"
"2822","47290"
"2844","47290"
"2850","47290"
"3189","47290"
"3536","47290"
"4008","47290"
"4013","47290"
"4015","47290"
"4020","47290"
"4021","47290"
"4365","47290"
"4366","47290"
"4399","47290"
"4404","47290"
"4405","47290"
"4408","47290"
"4410","47290"
"4411","47290"
"4438","47290"
"4827","47290"
"4828","47290"
"4829","47290"
"4830","47290"
"4831","47290"
"4832","47290"
"4833","47290"
"4834","47290"
"4835","47290"
"4836","47290"
"4837","47290"
"4838","47290"
"4839","47290"
"4840","47290"
"4841","47290"
"4842","47290"
"5604","47290"
"8085","47290"
"3535","47720"
"4512","47720"
"5376","47720"
"158","47730"
"3139","47730"
"3140","47730"
"3401","47730"
"4474","47730"
"4475","47730"
"5250","47730"
"5251","47730"
"5252","47730"
"5454","47730"
"5784","47730"
"8065","47730"
"332","47750"
"3393","47750"
"4470","47750"
"4471","47750"
"5137","47750"
"5145","47750"
"5147","47750"
"3371","47760"
"3372","47760"
"4472","47760"
"5441","47760"
"5465","47760"
"277","47770"
"2179","47770"
"3392","47770"
"4858","47770"
"5643","47770"
"8089","47770"
"3052","47820"
"3058","47820"
"883","47830"
"4006","47830"
"4016","47830"
"4019","47830"
"4414","47830"
"4415","47830"
"4421","47830"
"4430","47830"
"4846","47830"
"4847","47830"
"4848","47830"
"4849","47830"
"4850","47830"
"5722","47830"
"3445","47840"
"3861","47840"
"4796","47840"
"159","47850"
"1105","47850"
"3521","47850"
"3787","47850"
"4017","47850"
"4026","47850"
"4029","47850"
"4279","47850"
"4362","47850"
"4364","47850"
"4406","47850"
"4407","47850"
"4812","47850"
"4813","47850"
"4865","47850"
"4866","47850"
"4867","47850"
"4868","47850"
"5543","47850"
"3414","47900"
"4510","47900"
"5244","47900"
"5245","47900"
"5246","47900"
"5247","47900"
"5248","47900"
"5249","47900"
"7259","47900"
"3534","47920"
"4486","47920"
"5350","47920"
"5362","47920"
"5363","47920"
"5364","47920"
"5365","47920"
"276","47930"
"2969","47930"
"3525","47930"
"5243","47930"
"6999","47930"
"4397","47940"
"4398","47940"
"4400","47940"
"4401","47940"
"4402","47940"
"74","48121"
"81","48121"
"196","48121"
"255","48121"
"462","48121"
"900","48121"
"902","48121"
"2001","48121"
"2003","48121"
"2471","48121"
"2627","48121"
"2801","48121"
"3066","48121"
"3648","48121"
"3748","48121"
"4235","48121"
"4236","48121"
"4241","48121"
"4254","48121"
"4481","48121"
"4785","48121"
"77","48123"
"898","48123"
"1752","48123"
"1754","48123"
"1755","48123"
"1995","48123"
"3426","48123"
"4170","48123"
"4178","48123"
"4494","48123"
"4498","48123"
"5156","48123"
"78","48125"
"197","48125"
"198","48125"
"460","48125"
"897","48125"
"1996","48125"
"1997","48125"
"2329","48125"
"2841","48125"
"2906","48125"
"3446","48125"
"3746","48125"
"3747","48125"
"5706","48125"
"8051","48125"
"83","48129"
"280","48129"
"903","48129"
"1136","48129"
"1143","48129"
"1761","48129"
"1762","48129"
"1763","48129"
"2770","48129"
"4202","48129"
"4203","48129"
"4204","48129"
"4777","48129"
"5105","48129"
"5157","48129"
"5348","48129"
"5349","48129"
"6963","48129"
"8055","48129"
"82","48170"
"1138","48170"
"1139","48170"
"1140","48170"
"1141","48170"
"1142","48170"
"2006","48170"
"2007","48170"
"2219","48170"
"2426","48170"
"2665","48170"
"2696","48170"
"3378","48170"
"3511","48170"
"3646","48170"
"3750","48170"
"4206","48170"
"4207","48170"
"4208","48170"
"4209","48170"
"4210","48170"
"4211","48170"
"4212","48170"
"4213","48170"
"4482","48170"
"5082","48170"
"5099","48170"
"5100","48170"
"5101","48170"
"5102","48170"
"5103","48170"
"5775","48170"
"5776","48170"
"5777","48170"
"7356","48170"
"85","48220"
"464","48220"
"1151","48220"
"1765","48220"
"1766","48220"
"2008","48220"
"2009","48220"
"2010","48220"
"2221","48220"
"2222","48220"
"2332","48220"
"3303","48220"
"3363","48220"
"3458","48220"
"3512","48220"
"4176","48220"
"4179","48220"
"4181","48220"
"4182","48220"
"5098","48220"
"5214","48220"
"5215","48220"
"5216","48220"
"5515","48220"
"5599","48220"
"5600","48220"
"79","48240"
"1134","48240"
"1759","48240"
"2216","48240"
"3425","48240"
"3457","48240"
"3703","48240"
"4214","48240"
"4218","48240"
"5083","48240"
"5774","48240"
"8053","48240"
"64","48250"
"364","48250"
"365","48250"
"366","48250"
"892","48250"
"893","48250"
"894","48250"
"895","48250"
"1126","48250"
"1129","48250"
"1131","48250"
"1736","48250"
"1737","48250"
"1739","48250"
"1740","48250"
"1741","48250"
"1742","48250"
"2207","48250"
"2208","48250"
"2209","48250"
