addr,chargeTp,cpId,cpNm,cpStat,cpTp,csId,csNm,lat,longi,statUpdatedatetime
"충청북도 청주시 흥덕구 오송읍 오송생명1로 184 (연제리, 충청북도 보건환경연구원) 정문 우측",2,6864,급속01,1,10,2586,충청북도보건환경연구원,36.63567,127.322569,
인천광역시 동구 송림로 106-1 (송림동) 하루도넛 앞 공영주차장,2,5926,급속01,7,10,2080,서림초교 뒤 공영주차장,37.4762026878704,126.646514175589,
전라남도 나주시 반남면 신촌리 262-1 진입 후 좌측 주차장,2,1204,급속01,1,10,360,반남국립박물관,34.914573,126.660386,
대전광역시 유성구 북유성대로 219 지하주차장,1,4578,완속02,1,03,1537,인앤인주상복합 아파트,36.384821,127.319062,
대전광역시 유성구 북유성대로 219 지하주차장,1,4577,완속01,2,03,1537,인앤인주상복합 아파트,36.384821,127.319062,
경북 안동시 퇴계로 259 지상주차장(아파트북측 바깥),1,5853,완속01,2,03,1693,화성 아파트,36.5798578979746,128.733007845487,
경북 안동시 퇴계로 259 지상주차장(아파트북측 바깥),2,5010,급속01,6,10,1693,화성 아파트,36.5798578979746,128.733007845487,
"충청북도 청주시 서원구 매봉로 26-1 (분평동, 분평계룡리슈빌아파트) 102동 앞(지상)",1,5494,완속02,6,03,1884,분평계룡리슈빌1단지,36.6123626720854,127.478851159183,
"충청북도 청주시 서원구 매봉로 26-1 (분평동, 분평계룡리슈빌아파트) 102동 앞(지상)",1,5493,완속01,1,03,1884,분평계룡리슈빌1단지,36.6123626720854,127.478851159183,
"경기도 용인시 수지구 푸른솔로 88 (죽전동, 도담마을 우미이노스빌) P1 21",2,6496,급속01,1,10,2373,도담마을우미이노스빌1차,37.3260125922976,127.119689646624,
경상남도 거제시 거제중앙로 1726 (상동동) 주차장건물 들어와 왼쪽 A04기둥,2,6113,급속01,6,10,2225,거제농수산물종합유통센터,34.8739640818205,128.632958471027,
"충청북도 청주시 흥덕구 증안로 100 (복대동, 영조아파트2차) 지하2층주차장",1,7275,완속03,1,03,2752,청주아름다운나날2차,36.6344171620924,127.433562682653,
"충청북도 청주시 흥덕구 증안로 100 (복대동, 영조아파트2차) 지하2층주차장",1,7274,완속02,2,03,2752,청주아름다운나날2차,36.6344171620924,127.433562682653,
"충청북도 청주시 흥덕구 증안로 100 (복대동, 영조아파트2차) 지하2층주차장",1,7273,완속01,1,03,2752,청주아름다운나날2차,36.6344171620924,127.433562682653,
"충청북도 청주시 흥덕구 증안로 100 (복대동, 영조아파트2차) 지하2층주차장",2,7272,급속01,1,10,2752,청주아름다운나날2차,36.6344171620924,127.433562682653,
서울특별시 마포구 상수동 독막로20나길 22 래미안밤섬리베뉴1아파트 지하주차장 1층,1,2545,완속02,1,03,815,래미안밤섬리베뉴1 아파트,37.546107,126.924993,
서울특별시 마포구 상수동 독막로20나길 22 래미안밤섬리베뉴1아파트 지하주차장 1층,1,2544,완속01,1,03,815,래미안밤섬리베뉴1 아파트,37.546107,126.924993,
서울특별시 마포구 상수동 독막로20나길 22 래미안밤섬리베뉴1아파트 지하주차장 1층,2,2543,급속01,1,10,815,래미안밤섬리베뉴1 아파트,37.546107,126.924993,
경기 파주시 중앙로 240 구내주차장 창고 옆,2,8778,급속01,1,10,3451,농어촌공사 파주·고양지사,37.7582229496619,126.779193160182,
"충청북도 증평군 증평읍 삼보로 28 (연탄리, 증평군의회,증평문화회관) 지상주차장 좌측",2,8779,급속01,1,10,3452,증평문화회관,36.785071369579285,127.57015303406791,
전라남도 여수시 소라면 죽림4길 59 (죽림리) (실외완전노출) 주차장 내부,2,8783,급속01,6,10,3454,죽림2공원 주차장,34.7647972619915,127.637216473903,
충남 아산시 어의정로 184 지하주차장 (B2 08),1,8413,완속03,1,03,3242,아산풍기이지더원1차,36.774084,127.016809,
충남 아산시 어의정로 184 지하주차장 (B2 08),1,8412,완속02,1,03,3242,아산풍기이지더원1차,36.774084,127.016809,
충남 아산시 어의정로 184 지하주차장 (B2 08),1,8411,완속01,1,03,3242,아산풍기이지더원1차,36.774084,127.016809,
충남 아산시 어의정로 184 지하주차장 (B2 08),2,8410,급속01[NR],1,10,3242,아산풍기이지더원1차,36.774084,127.016809,
경상남도 사천시 동금6길 28 지상주차장,1,224,완속01,1,03,79,사천지사,34.931316,128.081532,
경상남도 사천시 동금6길 28 지상주차장,1,14955,완속02,1,03,79,사천지사,34.931316,128.081532,
서울특별시 구로구 오류동 346 지하1층 105동 주차번호 04,1,2329,완속01,1,03,735,오류푸르지오,37.4916800019158,126.84158472286866,
서울특별시 구로구 오류동 346 지하1층 105동 주차번호 04,2,2328,급속01,1,10,735,오류푸르지오,37.4916800019158,126.84158472286866,
"부산광역시 금정구 장전온천천로 48 (장전동, 부산대지하철역) 주차장 진입후 오른쪽 주차면",2,1221,급속01,1,10,374,부산대북측,35.23198078067691,129.08900632057205,
"충청북도 청주시 청원구 율봉로 8 (사천동, 남광 하우스토리 B단지) 208동 지하주차장 128,129동 기둥",1,3239,완속02,1,03,1059,남광하우스토리B단지,36.6613545481387,127.472748812676,
"충청북도 청주시 청원구 율봉로 8 (사천동, 남광 하우스토리 B단지) 208동 지하주차장 128,129동 기둥",1,3238,완속01,2,03,1059,남광하우스토리B단지,36.6613545481387,127.472748812676,
"충청북도 청주시 청원구 율봉로 8 (사천동, 남광 하우스토리 B단지) 208동 지하주차장 128,129동 기둥",2,3237,급속01,1,10,1059,남광하우스토리B단지,36.6613545481387,127.472748812676,
대구광역시 달서구 도원동 한실로 29 지하주차장(801-810동 사이),1,3374,완속02,2,03,1107,나래마을,35.808652,128.529815,
대구광역시 달서구 도원동 한실로 29 지하주차장(801-810동 사이),1,3373,완속01,1,03,1107,나래마을,35.808652,128.529815,
대구광역시 달서구 도원동 한실로 29 지하주차장(801-810동 사이),2,3372,급속01,1,10,1107,나래마을,35.808652,128.529815,
서울 종로구 사직로8길 4 지하3층주차장 8번 기둥,1,3089,완속03,6,03,1007,광화문스페이스본 아파트,37.5744172415207,126.968880867164,
서울 종로구 사직로8길 4 지하3층주차장 8번 기둥,1,3088,완속02,2,03,1007,광화문스페이스본 아파트,37.5744172415207,126.968880867164,
서울 종로구 사직로8길 4 지하3층주차장 8번 기둥,1,3087,완속01,6,03,1007,광화문스페이스본 아파트,37.5744172415207,126.968880867164,
서울 종로구 사직로8길 4 지하3층주차장 8번 기둥,2,3086,급속01,1,10,1007,광화문스페이스본 아파트,37.5744172415207,126.968880867164,
서울특별시 영등포구 문래동3가 당산로4길 12 113동 앞 제2주차장 지하1층,1,7195,완속02,7,03,2726,문래자이아파트,37.5162769232,126.8973918801,
서울특별시 영등포구 문래동3가 당산로4길 12 113동 앞 제2주차장 지하1층,1,7194,완속01,7,03,2726,문래자이아파트,37.5162769232,126.8973918801,
서울특별시 영등포구 문래동3가 당산로4길 12 113동 앞 제2주차장 지하1층,2,7193,급속01,7,10,2726,문래자이아파트,37.5162769232,126.8973918801,
서울특별시 강남구 도곡동 언주로30길 26 지하5층,1,2925,완속02,1,03,955,타워팰리스G동,37.4877623464,127.0525283412,
서울특별시 강남구 도곡동 언주로30길 26 지하5층,1,2924,완속01,1,03,955,타워팰리스G동,37.4877623464,127.0525283412,
서울특별시 강남구 도곡동 언주로30길 26 지하5층,2,2923,급속01,1,10,955,타워팰리스G동,37.4877623464,127.0525283412,
서울특별시 도봉구 방학동 방학로12길 53 지하1층 좌회전 2번,1,3036,완속02,7,03,988,방학5단지 신동아 아파트,37.663214,127.028786,
서울특별시 도봉구 방학동 방학로12길 53 지하1층 좌회전 2번,1,3035,완속01,7,03,988,방학5단지 신동아 아파트,37.663214,127.028786,
"경상북도 경산시 원효로 8 (중방동, 한국전력공사 경산지사) 1층 주차장",1,16558,완속03,5,03,3536,한국전력 경산지사,35.82319623731343,128.7386536235612,
"경상북도 경산시 원효로 8 (중방동, 한국전력공사 경산지사) 1층 주차장",1,1048,완속01,6,03,3536,한국전력 경산지사,35.82319623731343,128.7386536235612,
전라남도 목포시 영산로257번길 15 (용당동) (실내지상)공영 주차장,2,6735,급속01,3,10,2488,동부시장공영주차장,34.8045774885819,126.393386992836,
인천광역시 동구 금곡동 금곡로 68 주차장 입구로부터 50m직진,2,6828,급속01,1,10,2556,동구청앞 공영주차장,37.473114,126.642987,
세종특별자치시 달빛로 53 지상 2층 주차장,2,6881,급속02,1,10,2602,종촌공영주차장,36.503891,127.249742,
세종특별자치시 달빛로 53 지상 2층 주차장,2,6880,급속01,1,10,2602,종촌공영주차장,36.503891,127.249742,
"경상남도 거제시 해명로 52 (수월동, 거제자이) 108동뒤 지하1층주차장 A04기둥",1,3492,완속01,7,03,1144,거제자이 아파트,34.8923342986971,128.64337430385,
"경상남도 거제시 해명로 52 (수월동, 거제자이) 108동뒤 지하1층주차장 A04기둥",2,3491,급속01,7,10,1144,거제자이 아파트,34.8923342986971,128.64337430385,
"경상북도 포항시 남구 시청로 1 (대잠동, 포항시청) 본관 1층주차장",2,6773,급속01,2,10,2518,포항시청,36.019337,129.343133,
"충청북도 증평군 도안면 화성로 76 (화성리, 도안문화센터) 지상주차장 내",2,6857,급속01,1,10,2581,도안문화센타,36.8143974648001,127.613486301152,
전북특별자치도 익산시 금강동 동천로 81-12 101동 앞 지상 주차장,1,6940,완속02,1,03,2635,동산라인아파트,35.929952,126.972136,
전북특별자치도 익산시 금강동 동천로 81-12 101동 앞 지상 주차장,1,6939,완속01,1,03,2635,동산라인아파트,35.929952,126.972136,
전북특별자치도 익산시 금강동 동천로 81-12 101동 앞 지상 주차장,2,6938,급속01,6,10,2635,동산라인아파트,35.929952,126.972136,
경기도 수원시 권선구 입북로77번길 62 105동 B1 18번기둥옆 호수방향,2,8325,급속01,6,10,3205,서수원레이크푸르지오1단지,37.30011417050816,126.95298476206911,
제주특별자치도 서귀포시 도순로 44 주차장 입구 왼쪽,2,1473,급속01,1,10,428,대천동주민센터,33.251056,126.477564,
"광주광역시 광산구 첨단중앙로68번길 100 (산월동, 첨단3-2차 호반리젠시빌) (실내지하)주차장 P1",2,4679,급속01,1,10,1581,첨단3-2차호반리젠시빌,35.210602341599,126.848567261233,
"서울특별시 종로구 종로5길 58 (수송동, 석탄회관빌딩) 지상주차장(1층) 진입 후 우측",2,816,급속01,1,10,281,석탄회관,37.57282,126.980218,
경상남도 합천군 가야면 가야산로 1160 4번 지상주차장(주소: 가야면 야천리 896),2,6102,급속01,1,10,2214,대장경테마파크,35.765625,128.135074,
서울특별시 송파구 송파동 오금로32길 14 지하2층 103동 3-4라인,1,2216,완속03,1,03,690,송파삼성래미안,37.504229,127.119152,
서울특별시 송파구 송파동 오금로32길 14 지하2층 103동 3-4라인,1,2215,완속02,1,03,690,송파삼성래미안,37.504229,127.119152,
서울특별시 송파구 송파동 오금로32길 14 지하2층 103동 3-4라인,1,2214,완속01,1,03,690,송파삼성래미안,37.504229,127.119152,
서울특별시 송파구 송파동 오금로32길 14 지하2층 103동 3-4라인,2,2213,급속01,1,10,690,송파삼성래미안,37.504229,127.119152,
충청북도 음성군 금왕읍 대금로 1458-5 지하주차장 303동,1,4448,완속02,7,03,1492,금왕두진하트리움3,36.987599,127.594668,
충청북도 음성군 금왕읍 대금로 1458-5 지하주차장 303동,1,4447,완속01,7,03,1492,금왕두진하트리움3,36.987599,127.594668,
충청북도 음성군 금왕읍 대금로 1458-5 지하주차장 303동,2,4446,급속01,7,10,1492,금왕두진하트리움3,36.987599,127.594668,
대구광역시 북구 동암로38길 27 (구암동) 3층 주차장,2,11107,급속03,1,07,4804,효성파머스마켓 칠곡점,35.94160183210755,128.56944210982115,
대구광역시 북구 동암로38길 27 (구암동) 3층 주차장,2,11106,급속02,1,07,4804,효성파머스마켓 칠곡점,35.94160183210755,128.56944210982115,
대구광역시 북구 동암로38길 27 (구암동) 3층 주차장,2,11105,급속01,1,07,4804,효성파머스마켓 칠곡점,35.94160183210755,128.56944210982115,
경상북도 칠곡군 왜관읍 관문로1길 12 (석전리) 칠곡군종합운동장 인근 주차장,2,11133,급속02,1,07,4813,칠곡군종합운동장 주차장,36.001504436386796,128.4227229874291,
경상북도 칠곡군 왜관읍 관문로1길 12 (석전리) 칠곡군종합운동장 인근 주차장,2,11132,급속01,1,07,4813,칠곡군종합운동장 주차장,36.001504436386796,128.4227229874291,
"부산광역시 해운대구 센텀동로 57 (우동, 부산디자인진흥원) 실내",2,11307,급속02,1,07,4897,부산디자인진흥원,35.17404696943264,129.12954629698046,
"부산광역시 해운대구 센텀동로 57 (우동, 부산디자인진흥원) 실내",2,11306,급속01,1,07,4897,부산디자인진흥원,35.17404696943264,129.12954629698046,
"부산광역시 수영구 수영로521번길 77 (광안동, 수영구 스포츠문화타운) 1층 실내 주차장",2,11309,급속01,1,07,4899,수영구 스포츠문화타운,35.15258332099755,129.10820258246022,
대구 북구 동변로 55 802동 지하주차장,1,8002,완속01,1,03,3014,동서변그린빌아파트,35.9178479734692,128.602396209294,
대구 북구 동변로 55 802동 지하주차장,1,8001,완속02,1,03,3014,동서변그린빌아파트,35.9178479734692,128.602396209294,
충청북도 청주시 청원구 율중로 69 (율량동) 1002동 A40 (지하1층주차장),1,7030,완속02,1,03,2666,율량제일풍경채,36.6588872472918,127.510374595886,
충청북도 청주시 청원구 율중로 69 (율량동) 1002동 A40 (지하1층주차장),1,7029,완속01,1,03,2666,율량제일풍경채,36.6588872472918,127.510374595886,
충청북도 청주시 청원구 율중로 69 (율량동) 1002동 A40 (지하1층주차장),2,7028,급속01[NR],1,10,2666,율량제일풍경채,36.6588872472918,127.510374595886,
전북특별자치도 전주시 덕진구 팽나무2길 7 105동 106동 사이 지하 주차장,1,5602,완속02,4,03,1922,인후휴먼시아,35.835467,127.152047,
전북특별자치도 전주시 덕진구 팽나무2길 7 105동 106동 사이 지하 주차장,1,5601,완속01,4,03,1922,인후휴먼시아,35.835467,127.152047,
전북특별자치도 전주시 덕진구 팽나무2길 7 105동 106동 사이 지하 주차장,2,5600,급속01,4,10,1922,인후휴먼시아,35.835467,127.152047,
"강원특별자치도 강릉시 회산로 344 (회산동, 서희스타힐스 리버파크 아파트) 지하1층 관리사무소 앞 주차장",2,6557,급속01,1,10,2394,서희스타힐스리버파크,37.737238,128.865185,
전북특별자치도 군산시 수송동 수송동로 100 104동 뒤 지하주차장,1,8346,완속03,1,03,3217,수송세영리첼아파트,35.96841652441637,126.72201582055175,
전북특별자치도 군산시 수송동 수송동로 100 104동 뒤 지하주차장,1,8345,완속02,1,03,3217,수송세영리첼아파트,35.96841652441637,126.72201582055175,
전북특별자치도 군산시 수송동 수송동로 100 104동 뒤 지하주차장,1,8344,완속01,2,03,3217,수송세영리첼아파트,35.96841652441637,126.72201582055175,
전북특별자치도 군산시 수송동 수송동로 100 104동 뒤 지하주차장,2,8343,급속01,1,10,3217,수송세영리첼아파트,35.96841652441637,126.72201582055175,
경기도 평택시 고덕면 궁2길 37-24 104동 B3F(C03),1,3943,완속03,1,03,1309,영화블렌하임아파트,37.021180222155536,127.03299359155265,
경기도 평택시 고덕면 궁2길 37-24 104동 B3F(C03),1,3942,완속02,1,03,1309,영화블렌하임아파트,37.021180222155536,127.03299359155265,
경기도 평택시 고덕면 궁2길 37-24 104동 B3F(C03),1,3941,완속01,1,03,1309,영화블렌하임아파트,37.021180222155536,127.03299359155265,
경기도 평택시 고덕면 궁2길 37-24 104동 B3F(C03),2,3940,급속01,1,10,1309,영화블렌하임아파트,37.021180222155536,127.03299359155265,
"대전광역시 동구 용전동 9-7 본부 정문기준 좌,우측 주차장 각 1기",2,84,급속01[VP],1,10,46,대전충남직할(공용),36.358205,127.435381,
"대전광역시 동구 용전동 9-7 본부 정문기준 좌,우측 주차장 각 1기",2,1338,급속02,1,10,46,대전충남직할(공용),36.358205,127.435381,
"대전광역시 동구 용전동 9-7 본부 정문기준 좌,우측 주차장 각 1기",2,11729,급속04,1,07,46,대전충남직할(공용),36.358205,127.435381,
"대전광역시 동구 용전동 9-7 본부 정문기준 좌,우측 주차장 각 1기",2,11728,급속03,1,07,46,대전충남직할(공용),36.358205,127.435381,
서울특별시 마포구 공덕동 마포대로 109 지하주차장 7층,1,4088,완속01,1,03,1366,롯데캐슬프레지던트,37.544865,126.950739,
"경상북도 김천시 혁신2로 76 지하주차장(104-105동 사이, C18)",2,4796,급속01,1,10,1622,골드클래스,36.118627,128.180776,
경기도 시흥시 은행로 93 (시흥은행4차 푸르지오아파트) 405동 406동 중앙광장 지하2층,1,4188,완속01,1,03,1398,시흥은행4차푸르지오,37.439863,126.795338,
경기도 시흥시 은행로 93 (시흥은행4차 푸르지오아파트) 405동 406동 중앙광장 지하2층,2,4187,급속01,1,10,1398,시흥은행4차푸르지오,37.439863,126.795338,
경기도 김포시 고촌읍 수기로 39-13 지하2층 블럭번호 B14(304동),1,7271,완속02,1,03,2751,수기마을힐스테이트3단지,37.600908,126.766713,
경기도 김포시 고촌읍 수기로 39-13 지하2층 블럭번호 B14(304동),1,7270,완속01,1,03,2751,수기마을힐스테이트3단지,37.600908,126.766713,
광주광역시 북구 불태3로 3 (월출동) (실외캐노피기설) 차고지 부지 내,2,8848,급속02[NR],1,13,3531,첨단공용차고지,35.2392721180526,126.862805630691,
광주광역시 북구 불태3로 3 (월출동) (실외캐노피기설) 차고지 부지 내,2,8847,급속01[NR],6,13,3531,첨단공용차고지,35.2392721180526,126.862805630691,
"경상북도 상주시 영남제일로 1651 (냉림동, 지엘리더스파크골드) 지하주차장(안쪽 끝)",1,8383,완속01,1,03,3231,지엘리더스파크골드 1단지,36.426505,128.160296,
"경기도 김포시 김포한강9로 116 (구래동, 한강신도시 반도유보라 5차) 지하2층 기둥번호29",1,8379,완속03,1,03,3229,한강신도시 반도유보라5차아파트,37.647107,126.626044,
"경기도 김포시 김포한강9로 116 (구래동, 한강신도시 반도유보라 5차) 지하2층 기둥번호29",1,8378,완속02,2,03,3229,한강신도시 반도유보라5차아파트,37.647107,126.626044,
"경기도 김포시 김포한강9로 116 (구래동, 한강신도시 반도유보라 5차) 지하2층 기둥번호29",1,8377,완속01,1,03,3229,한강신도시 반도유보라5차아파트,37.647107,126.626044,
서울특별시 마포구 연남동 동교로39길 11 지하주차장해당층,1,5434,완속01,3,03,1858,대명 아파트,37.561672,126.92361,
"경상남도 함안군 가야읍 함마대로 1636-3 (말산리, 해병대함안군전우회) 지상주차장",2,6724,급속01,1,10,3026,함안 시외버스터미널,35.2793843481235,128.410075365472,
서울특별시 마포구 창전동 서강로 95 지하,2,5443,급속01,1,10,1861,창전삼성 아파트,37.551292,126.931494,
"경기도 평택시 비전3로 59 (비전동, 소사벌 리더스하임) 807동 B1F G08",1,5346,완속02,2,03,1821,LH 리더스 하임 아파트,37.0057187457918,127.106485567531,
"경기도 평택시 비전3로 59 (비전동, 소사벌 리더스하임) 807동 B1F G08",1,5345,완속01,1,03,1821,LH 리더스 하임 아파트,37.0057187457918,127.106485567531,
"경기도 평택시 비전3로 59 (비전동, 소사벌 리더스하임) 807동 B1F G08",2,5344,급속01,2,10,1821,LH 리더스 하임 아파트,37.0057187457918,127.106485567531,
경상남도 하동군 악양면 평사리 378-9 지상주차장,2,6722,급속01,1,10,2478,최참판댁 소형 주차장,35.151051,127.689676,
"충청남도 당진시 송악읍 반촌로 103 (가학리, 송악e편한세상) 송악 이편한세상 APT 관리사무소 앞",1,1599,완속02,4,03,485,송악e편한세상 아파트,36.9051435872798,126.695155325048,
"충청남도 당진시 송악읍 반촌로 103 (가학리, 송악e편한세상) 송악 이편한세상 APT 관리사무소 앞",1,1598,완속01,1,03,485,송악e편한세상 아파트,36.9051435872798,126.695155325048,
"충청남도 당진시 송악읍 반촌로 103 (가학리, 송악e편한세상) 송악 이편한세상 APT 관리사무소 앞",2,1597,급속01,1,10,485,송악e편한세상 아파트,36.9051435872798,126.695155325048,
"전북특별자치도 군산시 축동로 34 (수송동, 군산수송동 제일오투그란데 2단지) 지하 1층 주차장 508동 끝",2,5621,급속01,1,10,1930,수송제일오투그란데2단지 아파트,35.962423,126.713973,
경기도 수원시 영통구 영통로 498 급속01: 1주차장 B2F  급속02: 3주차장 B2F,2,1834,급속02,1,10,556,황골주공 1단지 아파트,37.264216,127.079968,
경기도 수원시 영통구 영통로 498 급속01: 1주차장 B2F  급속02: 3주차장 B2F,2,1833,급속01,1,10,556,황골주공 1단지 아파트,37.264216,127.079968,
경기도 수원시 영통구 영통로 498 급속01: 1주차장 B2F  급속02: 3주차장 B2F,1,10130,완속01,1,03,556,황골주공 1단지 아파트,37.264216,127.079968,
"부산광역시 사상구 백양대로342번길 17 (주례동, 엘지신주례아파트) 관리동 지하2층 주차장",1,5073,완속03,1,03,1714,신주례엘지2단지 아파트,35.1538789136,129.0128504647,
"부산광역시 사상구 백양대로342번길 17 (주례동, 엘지신주례아파트) 관리동 지하2층 주차장",1,5072,완속02,1,03,1714,신주례엘지2단지 아파트,35.1538789136,129.0128504647,
"부산광역시 사상구 백양대로342번길 17 (주례동, 엘지신주례아파트) 관리동 지하2층 주차장",1,5071,완속01,1,03,1714,신주례엘지2단지 아파트,35.1538789136,129.0128504647,
"부산광역시 사상구 백양대로342번길 17 (주례동, 엘지신주례아파트) 관리동 지하2층 주차장",2,5070,급속01,1,10,1714,신주례엘지2단지 아파트,35.1538789136,129.0128504647,
"충청남도 홍성군 홍북읍 신대로 33 (신경리, 극동스타클래스센트럴) 지하주차장 B3-05(105동 입구앞",1,5524,완속03,6,03,1896,내포극동스타클래센트럴 아파트,36.653179,126.673407,
"충청남도 홍성군 홍북읍 신대로 33 (신경리, 극동스타클래스센트럴) 지하주차장 B3-05(105동 입구앞",1,5523,완속02,1,03,1896,내포극동스타클래센트럴 아파트,36.653179,126.673407,
"충청남도 홍성군 홍북읍 신대로 33 (신경리, 극동스타클래스센트럴) 지하주차장 B3-05(105동 입구앞",1,5522,완속01,1,03,1896,내포극동스타클래센트럴 아파트,36.653179,126.673407,
"충청남도 홍성군 홍북읍 신대로 33 (신경리, 극동스타클래스센트럴) 지하주차장 B3-05(105동 입구앞",2,5521,급속01,1,10,1896,내포극동스타클래센트럴 아파트,36.653179,126.673407,
인천광역시 중구 하늘달빛로 65 지하 2층,1,7216,완속03,1,03,2733,영종동보노빌리티아파트,37.484992,126.559226,
인천광역시 중구 하늘달빛로 65 지하 2층,1,7215,완속02,1,03,2733,영종동보노빌리티아파트,37.484992,126.559226,
인천광역시 중구 하늘달빛로 65 지하 2층,1,7214,완속01,1,03,2733,영종동보노빌리티아파트,37.484992,126.559226,
인천광역시 중구 하늘달빛로 65 지하 2층,2,7213,급속01,1,10,2733,영종동보노빌리티아파트,37.484992,126.559226,
경상북도 경주시 양북면 어일리 1350 경비실 뒤 주차장,2,7647,급속01,1,10,2884,한수원 푸르뫼사택,35.782526,129.44701,
경상북도 경주시 양북면 어일리 1350 경비실 뒤 주차장,1,7646,완속03,2,03,2884,한수원 푸르뫼사택,35.782526,129.44701,
경상북도 경주시 양북면 어일리 1350 경비실 뒤 주차장,1,7645,완속02,2,03,2884,한수원 푸르뫼사택,35.782526,129.44701,
경상북도 경주시 양북면 어일리 1350 경비실 뒤 주차장,1,7644,완속01,1,03,2884,한수원 푸르뫼사택,35.782526,129.44701,
"경상남도 창원시 진해구 조천북로 97 (경화동, 경화동 삼정그린코아 1단지) 102동,103동 사이 지하주차장",1,5197,완속01,6,03,1761,삼정그린코아 아파트,35.1616058724321,128.681889704676,
인천광역시 연수구 송도과학로27번길 30 지하1층 A008,1,4174,완속03,1,03,1393,송도해모로월드뷰 아파트,37.383805,126.663974,
인천광역시 연수구 송도과학로27번길 30 지하1층 A008,1,4173,완속02,1,03,1393,송도해모로월드뷰 아파트,37.383805,126.663974,
인천광역시 연수구 송도과학로27번길 30 지하1층 A008,1,4172,완속01,2,03,1393,송도해모로월드뷰 아파트,37.383805,126.663974,
인천광역시 연수구 송도과학로27번길 30 지하1층 A008,2,4171,급속01,1,10,1393,송도해모로월드뷰 아파트,37.383805,126.663974,
"대구광역시 수성구 지범로17길 85 (지산동, 지산 화성 파크드림) 지하1층",1,6359,완속01,4,03,2321,지산화성파크드림,35.827664,128.627982,
"경상북도 봉화군 봉화읍 내성로 42 (내성리, 한전봉화지점) 사옥내 주차장",1,8853,완속02,1,03,3534,봉화지사,36.886126,128.741336,
"경상북도 봉화군 봉화읍 내성로 42 (내성리, 한전봉화지점) 사옥내 주차장",1,8852,완속01,1,03,3534,봉화지사,36.886126,128.741336,
"경상북도 군위군 군위읍 중앙5길 7-14 (서부리, 한국전력공사 군위지사) 사옥 내 주차장",1,8851,완속01,7,03,3535,군위지사,36.238367,128.566408,
제주특별자치도 제주시 도공로 147 세차시설 왼쪽,2,1238,급속02,1,10,386,개인택시조합,33.4956549544,126.4688946946,
제주특별자치도 제주시 도공로 147 세차시설 왼쪽,2,1237,급속01,1,10,386,개인택시조합,33.4956549544,126.4688946946,
강원특별자치도 홍천군 홍천읍 무궁화로 81 (연봉리) 사옥 주차장 정문 왼편,2,887,완속01,2,10,265,홍천지사,37.6854550992299,127.877273055572,
제주특별자치도 제주시 조천읍 남조로 2109-38 베스트힐 입구 오른쪽 도로 안쪽,2,1440,급속01,1,10,409,베스트힐 주차장(조천읍),33.456637,126.656834,
경기도 김포시 사우중로 1 지상주차장,2,5925,급속01,1,10,2079,김포시청 주차장,37.615644,126.716185,
서울특별시 서초구 방배동 884-2 B2-103,1,6451,완속02,1,03,2356,방배1차 e편한세상,37.4872478308,126.9990140262,
서울특별시 서초구 방배동 884-2 B2-103,1,6450,완속01,1,03,2356,방배1차 e편한세상,37.4872478308,126.9990140262,
경기도 화성시 동탄문화센터로 38 지하주차장 B2 3~4번기둥 사이,1,2436,완속02,2,03,772,서해그랑블아파트,37.198482,127.070125,
경기도 화성시 동탄문화센터로 38 지하주차장 B2 3~4번기둥 사이,1,2435,완속01,1,03,772,서해그랑블아파트,37.198482,127.070125,
경기도 화성시 동탄문화센터로 38 지하주차장 B2 3~4번기둥 사이,2,2434,급속01,1,10,772,서해그랑블아파트,37.198482,127.070125,
"강원특별자치도 원주시 단구로 250 (단구동, 단구동 한신더휴) 105동 지하1층 주차장",2,8513,급속01,1,10,3301,한신더휴아파트,37.3304004623425,127.954174292248,
전라남도 목포시 하당로289번길 19 (실내지하)P1 주차장 05,1,7680,완속02,1,03,2896,우방아이유쉘아파트,34.812848,126.425765,
전라남도 목포시 하당로289번길 19 (실내지하)P1 주차장 05,1,7679,완속01,1,03,2896,우방아이유쉘아파트,34.812848,126.425765,
전북특별자치도 전주시 덕진구 송천동2가 천마산로 33 209동 관리사무소 뒤 지상 주차장,2,4607,급속01,1,10,1552,전주송천2주공 아파트,35.865641,127.125318,
"경기도 화성시 동탄기흥로 393-15 (오산동, 동탄역 반도유보라 아이비파크 5.0) B2F 07",2,8429,급속01,1,10,3249,동탄역반도유보라아이비파크5차,37.1951630094929,127.091091865515,
경기도 동두천시 생연동 장고갯로 116 107동 지하주차장 지하2층,1,6944,완속01,1,03,2638,동두천월드메르디앙,37.9050487746,127.0645762892,
경기도 동두천시 생연동 장고갯로 116 107동 지하주차장 지하2층,2,6943,급속01,1,10,2638,동두천월드메르디앙,37.9050487746,127.0645762892,
충청남도 당진시 읍내동 당진중앙2로 184 지하주차장,1,8309,완속02,1,03,3199,청광플러스원,36.895832,126.63445,
충청남도 당진시 읍내동 당진중앙2로 184 지하주차장,1,8308,완속01,1,03,3199,청광플러스원,36.895832,126.63445,
"대전광역시 동구 동구청로 60 (가오동, 생활문화센터) 센터 건물주차장 입구",2,10090,급속01,4,07,4038,동구생활문화센터,36.30419543730216,127.45899448752435,
